#Distance         all[Pr]     all[std]
     26.7550       5.2080       0.3212
     26.7650       5.2410       0.3281
     26.7750       5.1755       0.3245
     26.7850       5.1500       0.3218
     26.7950       5.0785       0.3239
     26.8050       5.0595       0.3177
     26.8150       4.9905       0.3120
     26.8250       5.0865       0.3187
     26.8350       5.0385       0.3240
     26.8450       5.0560       0.3190
     26.8550       4.8565       0.3125
     26.8650       4.8415       0.3116
     26.8750       4.7590       0.3069
     26.8850       4.7940       0.3083
     26.8950       4.7255       0.3062
     26.9050       4.6210       0.2973
     26.9150       4.6175       0.3008
     26.9250       4.6270       0.3035
     26.9350       4.4900       0.2979
     26.9450       4.5345       0.3004
     26.9550       4.5315       0.3016
     26.9650       4.4620       0.2973
     26.9750       4.5215       0.2978
     26.9850       4.3990       0.2944
     26.9950       4.3295       0.2924
     27.0050       4.3385       0.2919
     27.0150       4.4230       0.2951
     27.0250       4.2440       0.2874
     27.0350       4.3040       0.2916
     27.0450       4.1950       0.2871
     27.0550       4.1580       0.2850
     27.0650       4.1160       0.2838
     27.0750       4.1905       0.2841
     27.0850       4.2080       0.2892
     27.0950       4.0390       0.2795
     27.1050       3.9535       0.2765
     27.1150       3.9910       0.2767
     27.1250       3.8480       0.2679
     27.1350       3.8940       0.2727
     27.1450       3.8840       0.2741
     27.1550       3.8480       0.2709
     27.1650       3.7900       0.2690
     27.1750       3.8035       0.2722
     27.1850       3.7710       0.2662
     27.1950       3.6775       0.2605
     27.2050       3.6980       0.2625
     27.2150       3.5775       0.2595
     27.2250       3.6580       0.2641
     27.2350       3.6100       0.2611
     27.2450       3.5005       0.2581
     27.2550       3.6170       0.2615
     27.2650       3.5360       0.2582
     27.2750       3.4770       0.2530
     27.2850       3.5090       0.2603
     27.2950       3.4385       0.2542
     27.3050       3.4155       0.2512
     27.3150       3.4110       0.2540
     27.3250       3.3755       0.2528
     27.3350       3.3375       0.2497
     27.3450       3.2940       0.2457
     27.3550       3.3370       0.2499
     27.3650       3.1300       0.2404
     27.3750       3.2205       0.2431
     27.3850       3.1305       0.2424
     27.3950       3.1175       0.2371
     27.4050       3.1030       0.2354
     27.4150       3.0715       0.2349
     27.4250       3.1570       0.2426
     27.4350       3.1325       0.2433
     27.4450       2.9720       0.2313
     27.4550       2.9970       0.2337
     27.4650       2.9790       0.2317
     27.4750       3.0195       0.2338
     27.4850       2.9460       0.2340
     27.4950       2.9185       0.2308
     27.5050       2.8350       0.2253
     27.5150       2.8915       0.2285
     27.5250       2.8490       0.2252
     27.5350       2.8015       0.2223
     27.5450       2.8220       0.2273
     27.5550       2.8200       0.2279
     27.5650       2.7785       0.2262
     27.5750       2.7760       0.2236
     27.5850       2.7055       0.2218
     27.5950       2.6315       0.2146
     27.6050       2.6715       0.2165
     27.6150       2.6415       0.2162
     27.6250       2.6590       0.2200
     27.6350       2.5250       0.2132
     27.6450       2.5935       0.2148
     27.6550       2.4765       0.2085
     27.6650       2.5210       0.2144
     27.6750       2.4600       0.2093
     27.6850       2.4480       0.2080
     27.6950       2.4195       0.2061
     27.7050       2.3955       0.2026
     27.7150       2.4255       0.2083
     27.7250       2.4085       0.2032
     27.7350       2.3160       0.2016
     27.7450       2.3125       0.1975
     27.7550       2.3455       0.2033
     27.7650       2.3110       0.1997
     27.7750       2.3215       0.2053
     27.7850       2.2385       0.1977
     27.7950       2.2505       0.1969
     27.8050       2.2370       0.1963
     27.8150       2.1735       0.1969
     27.8250       2.1510       0.1913
     27.8350       2.1385       0.1933
     27.8450       2.1105       0.1873
     27.8550       2.1370       0.1915
     27.8650       2.0135       0.1851
     27.8750       2.0645       0.1866
     27.8850       2.1050       0.1916
     27.8950       2.0380       0.1843
     27.9050       1.9735       0.1823
     27.9150       1.9545       0.1822
     27.9250       1.9350       0.1802
     27.9350       1.9500       0.1823
     27.9450       1.9125       0.1829
     27.9550       1.9520       0.1803
     27.9650       1.8965       0.1796
     27.9750       1.9095       0.1797
     27.9850       1.8490       0.1751
     27.9950       1.8720       0.1754
     28.0050       1.8230       0.1745
     28.0150       1.7860       0.1743
     28.0250       1.7850       0.1700
     28.0350       1.7720       0.1704
     28.0450       1.7850       0.1747
     28.0550       1.7035       0.1665
     28.0650       1.6995       0.1654
     28.0750       1.7280       0.1705
     28.0850       1.6835       0.1655
     28.0950       1.6605       0.1663
     28.1050       1.6450       0.1635
     28.1150       1.6525       0.1645
     28.1250       1.6450       0.1656
     28.1350       1.6280       0.1632
     28.1450       1.5695       0.1593
     28.1550       1.6480       0.1640
     28.1650       1.5365       0.1589
     28.1750       1.5095       0.1566
     28.1850       1.5705       0.1628
     28.1950       1.4535       0.1514
     28.2050       1.5190       0.1575
     28.2150       1.4870       0.1583
     28.2250       1.4385       0.1528
     28.2350       1.4665       0.1554
     28.2450       1.4890       0.1569
     28.2550       1.4085       0.1499
     28.2650       1.4020       0.1492
     28.2750       1.4155       0.1507
     28.2850       1.3855       0.1501
     28.2950       1.3535       0.1468
     28.3050       1.2795       0.1418
     28.3150       1.3440       0.1464
     28.3250       1.2655       0.1412
     28.3350       1.2995       0.1436
     28.3450       1.2770       0.1398
     28.3550       1.3050       0.1452
     28.3650       1.2725       0.1424
     28.3750       1.2285       0.1379
     28.3850       1.2220       0.1390
     28.3950       1.2680       0.1423
     28.4050       1.2450       0.1457
     28.4150       1.1820       0.1363
     28.4250       1.1785       0.1376
     28.4350       1.1685       0.1362
     28.4450       1.1210       0.1338
     28.4550       1.1355       0.1336
     28.4650       1.1330       0.1322
     28.4750       1.0840       0.1266
     28.4850       1.1220       0.1337
     28.4950       1.0965       0.1284
     28.5050       1.0875       0.1289
     28.5150       1.0995       0.1325
     28.5250       1.0390       0.1278
     28.5350       1.0645       0.1284
     28.5450       1.0205       0.1269
     28.5550       0.9675       0.1210
     28.5650       0.9975       0.1218
     28.5750       1.0120       0.1237
     28.5850       1.0040       0.1236
     28.5950       0.9345       0.1186
     28.6050       0.9545       0.1250
     28.6150       0.9415       0.1169
     28.6250       0.9255       0.1173
     28.6350       0.9290       0.1188
     28.6450       0.9230       0.1193
     28.6550       0.8770       0.1150
     28.6650       0.8775       0.1162
     28.6750       0.9020       0.1177
     28.6850       0.8680       0.1140
     28.6950       0.8185       0.1112
     28.7050       0.8125       0.1099
     28.7150       0.8105       0.1084
     28.7250       0.8380       0.1114
     28.7350       0.7790       0.1055
     28.7450       0.8160       0.1083
     28.7550       0.7565       0.1056
     28.7650       0.7655       0.1035
     28.7750       0.7810       0.1076
     28.7850       0.7455       0.1033
     28.7950       0.7510       0.1033
     28.8050       0.7135       0.1008
     28.8150       0.6925       0.0999
     28.8250       0.7355       0.1071
     28.8350       0.6885       0.0987
     28.8450       0.6530       0.0973
     28.8550       0.6280       0.0944
     28.8650       0.6425       0.0956
     28.8750       0.7045       0.1018
     28.8850       0.6510       0.0958
     28.8950       0.6430       0.0945
     28.9050       0.5870       0.0890
     28.9150       0.5995       0.0912
     28.9250       0.5865       0.0919
     28.9350       0.5685       0.0873
     28.9450       0.5780       0.0901
     28.9550       0.5550       0.0884
     28.9650       0.5780       0.0891
     28.9750       0.5490       0.0871
     28.9850       0.5380       0.0866
     28.9950       0.5175       0.0826
     29.0050       0.5060       0.0843
     29.0150       0.4815       0.0801
     29.0250       0.5095       0.0834
     29.0350       0.4705       0.0799
     29.0450       0.4485       0.0793
     29.0550       0.4515       0.0784
     29.0650       0.4240       0.0746
     29.0750       0.4660       0.0807
     29.0850       0.4385       0.0790
     29.0950       0.4100       0.0743
     29.1050       0.4110       0.0740
     29.1150       0.4130       0.0742
     29.1250       0.3850       0.0747
     29.1350       0.3860       0.0734
     29.1450       0.3655       0.0700
     29.1550       0.3800       0.0742
     29.1650       0.3470       0.0674
     29.1750       0.3570       0.0696
     29.1850       0.3595       0.0695
     29.1950       0.3610       0.0683
     29.2050       0.3340       0.0700
     29.2150       0.3180       0.0640
     29.2250       0.3305       0.0672
     29.2350       0.3235       0.0651
     29.2450       0.2755       0.0598
     29.2550       0.2865       0.0622
     29.2650       0.2890       0.0603
     29.2750       0.2730       0.0594
     29.2850       0.2755       0.0596
     29.2950       0.2840       0.0606
     29.3050       0.3055       0.0623
     29.3150       0.2765       0.0610
     29.3250       0.2500       0.0591
     29.3350       0.2410       0.0557
     29.3450       0.2600       0.0587
     29.3550       0.2170       0.0532
     29.3650       0.2365       0.0554
     29.3750       0.2435       0.0564
     29.3850       0.2310       0.0548
     29.3950       0.2200       0.0535
     29.4050       0.2255       0.0539
     29.4150       0.2120       0.0517
     29.4250       0.2140       0.0518
     29.4350       0.2165       0.0535
     29.4450       0.1785       0.0491
     29.4550       0.1785       0.0466
     29.4650       0.1965       0.0498
     29.4750       0.1975       0.0511
     29.4850       0.1925       0.0488
     29.4950       0.1730       0.0479
     29.5050       0.1605       0.0447
     29.5150       0.1760       0.0470
     29.5250       0.1865       0.0488
     29.5350       0.1645       0.0460
     29.5450       0.1590       0.0448
     29.5550       0.1425       0.0426
     29.5650       0.1645       0.0451
     29.5750       0.1355       0.0399
     29.5850       0.1295       0.0393
     29.5950       0.1560       0.0451
     29.6050       0.1265       0.0392
     29.6150       0.1240       0.0386
     29.6250       0.1195       0.0368
     29.6350       0.1155       0.0388
     29.6450       0.1555       0.0437
     29.6550       0.1185       0.0372
     29.6650       0.1215       0.0383
     29.6750       0.1155       0.0365
     29.6850       0.1165       0.0381
     29.6950       0.1020       0.0346
     29.7050       0.1050       0.0352
     29.7150       0.0980       0.0332
     29.7250       0.1100       0.0369
     29.7350       0.0895       0.0314
     29.7450       0.1025       0.0346
     29.7550       0.0925       0.0323
     29.7650       0.0880       0.0324
     29.7750       0.0840       0.0316
     29.7850       0.0780       0.0305
     29.7950       0.0945       0.0332
     29.8050       0.0765       0.0296
     29.8150       0.0830       0.0306
     29.8250       0.0735       0.0284
     29.8350       0.0755       0.0297
     29.8450       0.0730       0.0293
     29.8550       0.0705       0.0292
     29.8650       0.0540       0.0253
     29.8750       0.0630       0.0266
     29.8850       0.0685       0.0284
     29.8950       0.0585       0.0256
     29.9050       0.0605       0.0264
     29.9150       0.0630       0.0263
     29.9250       0.0620       0.0272
     29.9350       0.0530       0.0251
     29.9450       0.0605       0.0258
     29.9550       0.0520       0.0234
     29.9650       0.0520       0.0232
     29.9750       0.0565       0.0256
     29.9850       0.0420       0.0212
     29.9950       0.0440       0.0214
     30.0050       0.0515       0.0231
     30.0150       0.0375       0.0204
     30.0250       0.0390       0.0202
     30.0350       0.0360       0.0210
     30.0450       0.0405       0.0211
     30.0550       0.0340       0.0190
     30.0650       0.0260       0.0164
     30.0750       0.0310       0.0187
     30.0850       0.0300       0.0187
     30.0950       0.0380       0.0202
     30.1050       0.0180       0.0134
     30.1150       0.0335       0.0194
     30.1250       0.0250       0.0164
     30.1350       0.0205       0.0143
     30.1450       0.0255       0.0166
     30.1550       0.0195       0.0143
     30.1650       0.0286       0.0175
     30.1750       0.0185       0.0143
     30.1850       0.0261       0.0161
     30.1950       0.0185       0.0136
     30.2050       0.0135       0.0121
     30.2150       0.0145       0.0125
     30.2250       0.0185       0.0143
     30.2350       0.0160       0.0131
     30.2450       0.0145       0.0121
     30.2550       0.0150       0.0123
     30.2650       0.0170       0.0138
     30.2750       0.0095       0.0098
     30.2850       0.0155       0.0129
     30.2950       0.0080       0.0090
     30.3050       0.0115       0.0107
     30.3150       0.0075       0.0087
     30.3250       0.0100       0.0100
     30.3350       0.0075       0.0087
     30.3450       0.0060       0.0078
     30.3550       0.0095       0.0098
     30.3650       0.0055       0.0074
     30.3750       0.0055       0.0074
     30.3850       0.0070       0.0100
     30.3950       0.0045       0.0067
     30.4050       0.0030       0.0055
     30.4150       0.0045       0.0067
     30.4250       0.0025       0.0059
     30.4350       0.0020       0.0045
     30.4450       0.0030       0.0055
     30.4550       0.0025       0.0050
     30.4650       0.0015       0.0039
     30.4750       0.0015       0.0039
     30.4850       0.0005       0.0023
     30.5150       0.0005       0.0023
     30.5250       0.0022       0.0047
     30.5350       0.0011       0.0033
     30.5450       0.0009       0.0030
     30.5750       0.0009       0.0030
